id,original_path,file_name,extension,size_mb,source_folder,detected_module,detected_document_type,proposed_menu,proposed_folder,proposed_title,proposed_code,canonical_use,training_use,quiz_use,certificate_use,priority,training_queue,impacted_roles,suggested_recurrence,status,action_recommended,needs_human_review,notes
0094,Drive complementar/POPs MBP Drogarias/POP.012 Autoinspeção,POP.012 Autoinspeção,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-012-AUTOINSPECAO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0095,Drive complementar/POPs MBP Drogarias/POP.014 Higienização das Mãos,POP.014 Higienização das Mãos,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-014-HIGIENIZACAO-DAS-MAOS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0096,Drive complementar/POPs MBP Drogarias/POP.008 Atribuições do Farmacêutico,POP.008 Atribuições do Farmacêutico,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-008-ATRIBUICOES-DO-FARMACEUTICO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0097,Drive complementar/POPs MBP Drogarias/POP.011 Treinamento de Funcionários,POP.011 Treinamento de Funcionários,,,Drive complementar/POPs MBP Drogarias,Drogarias,Material didatico,Treinamentos,Boas Praticas e Controle de Qualidade,POP,POP-011-TREINAMENTO-DE-FUNCIONARIOS,SIM,OBRIGATORIO,REVISAR,NAO,P0,PRIORITARIO,ADMIN;RT,,INVENTARIADO,IMPORTAR_COMO_TREINAMENTO,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0098,"Drive complementar/POPs MBP Drogarias/POP.007 LTCAT, PGR e EPIs","POP.007 LTCAT, PGR e EPIs",,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,09. Residuos,POP,POP-007-LTCAT-PGR-E-EPIS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0099,Drive complementar/POPs MBP Drogarias/POP.013 Higiene Pessoal,POP.013 Higiene Pessoal,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-013-HIGIENE-PESSOAL,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0100,Drive complementar/POPs MBP Drogarias/POP.015 Uso e Conservação de EPIs e Uniformes,POP.015 Uso e Conservação de EPIs e Uniformes,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,09. Residuos,POP,POP-015-USO-E-CONSERVACAO-DE-EPIS-E-UNIFORMES,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0101,Drive complementar/POPs MBP Drogarias/POP.018 Limpeza da Geladeira e Congelador,POP.018 Limpeza da Geladeira e Congelador,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-018-LIMPEZA-DA-GELADEIRA-E-CONGELADOR,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0102,Drive complementar/POPs MBP Drogarias/POP.020 Limpeza da Sala de Serviços Farmacêuticos,POP.020 Limpeza da Sala de Serviços Farmacêuticos,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,06. Servicos Farmaceuticos,POP,POP-020-LIMPEZA-DA-SALA-DE-SERVICOS-FARMACEUTICOS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0103,Drive complementar/POPs MBP Drogarias/POP.017 Limpeza do Ar Condicionado,POP.017 Limpeza do Ar Condicionado,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-017-LIMPEZA-DO-AR-CONDICIONADO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0104,Drive complementar/POPs MBP Drogarias/POP.023 Termo-Higrômetro,POP.023 Termo-Higrômetro,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,"08. Equipamentos, Calibracao e Manutencao",POP,POP-023-TERMO-HIGROMETRO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0105,Drive complementar/POPs MBP Drogarias/POP.022 Monitoramento da Temperatura e Umidade,POP.022 Monitoramento da Temperatura e Umidade,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-022-MONITORAMENTO-DA-TEMPERATURA-E-UMIDADE,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0106,Drive complementar/POPs MBP Drogarias/POP.016 Manutenção e Calibração dos Equipamentos,POP.016 Manutenção e Calibração dos Equipamentos,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,"08. Equipamentos, Calibracao e Manutencao",POP,POP-016-MANUTENCAO-E-CALIBRACAO-DOS-EQUIPAMENTOS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0107,Drive complementar/POPs MBP Drogarias/POP.025 Programa de Controle de Pragas,POP.025 Programa de Controle de Pragas,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-025-PROGRAMA-DE-CONTROLE-DE-PRAGAS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0108,Drive complementar/POPs MBP Drogarias/POP.021 Descarte de Resíduo e Retirada do Lixo,POP.021 Descarte de Resíduo e Retirada do Lixo,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,09. Residuos,POP,POP-021-DESCARTE-DE-RESIDUO-E-RETIRADA-DO-LIXO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0109,Drive complementar/POPs MBP Drogarias/POP.019 Limpeza Diária dos Ambientes,POP.019 Limpeza Diária dos Ambientes,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-019-LIMPEZA-DIARIA-DOS-AMBIENTES,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0110,Drive complementar/POPs MBP Drogarias/POP.024 Manutenção Extintores de Incêndio,POP.024 Manutenção Extintores de Incêndio,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,"08. Equipamentos, Calibracao e Manutencao",POP,POP-024-MANUTENCAO-EXTINTORES-DE-INCENDIO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0111,Drive complementar/POPs MBP Drogarias/POP.031 Comercialização de Alimentos,POP.031 Comercialização de Alimentos,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-031-COMERCIALIZACAO-DE-ALIMENTOS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0112,Drive complementar/POPs MBP Drogarias/POP.036 Armazenamento de Antimicrobianos e Port. 344,POP.036 Armazenamento de Antimicrobianos e Port. 344,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,04. Recebimento e Armazenamento,POP.036 Armazenamento de Antimicrobianos e Port,POP-036-ARMAZENAMENTO-DE-ANTIMICROBIANOS-E-PORT-344,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0113,Drive complementar/POPs MBP Drogarias/POP.037 Armazenamento de MIPs,POP.037 Armazenamento de MIPs,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,04. Recebimento e Armazenamento,POP,POP-037-ARMAZENAMENTO-DE-MIPS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0114,Drive complementar/POPs MBP Drogarias/POP.039 Dispensação por Receita Digital,POP.039 Dispensação por Receita Digital,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Dispensacao,POP,POP-039-DISPENSACAO-POR-RECEITA-DIGITAL,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0115,Drive complementar/POPs MBP Drogarias/POP.040 Intercambialidade de Medicamentos,POP.040 Intercambialidade de Medicamentos,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-040-INTERCAMBIALIDADE-DE-MEDICAMENTOS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0116,Drive complementar/POPs MBP Drogarias/POP.041 Avaliação da Prescrição - Prevenção de Erros,POP.041 Avaliação da Prescrição - Prevenção de Erros,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Dispensacao,POP,POP-041-AVALIACAO-DA-PRESCRICAO-PREVENCAO-DE-ERROS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0117,Drive complementar/POPs MBP Drogarias/POP.048 Aplicação de Injetáveis - Agulhas e Seringas,POP.048 Aplicação de Injetáveis - Agulhas e Seringas,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,06. Servicos Farmaceuticos,POP,POP-048-APLICACAO-DE-INJETAVEIS-AGULHAS-E-SERINGAS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0118,Drive complementar/POPs MBP Drogarias/POP.051 Monitoramento da Glicemia Capilar,POP.051 Monitoramento da Glicemia Capilar,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-051-MONITORAMENTO-DA-GLICEMIA-CAPILAR,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0119,Drive complementar/POPs MBP Drogarias/POP.042 Entrega em Domicílio,POP.042 Entrega em Domicílio,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Dispensacao,POP,POP-042-ENTREGA-EM-DOMICILIO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0120,Drive complementar/POPs MBP Drogarias/POP.049 Aplicação de Injetáveis - Preparação,POP.049 Aplicação de Injetáveis - Preparação,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,06. Servicos Farmaceuticos,POP,POP-049-APLICACAO-DE-INJETAVEIS-PREPARACAO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0121,Drive complementar/POPs MBP Drogarias/POP.055 Perfuração de Lóbulo Auricular para Brincos,POP.055 Perfuração de Lóbulo Auricular para Brincos,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-055-PERFURACAO-DE-LOBULO-AURICULAR-PARA-BRINCOS,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0122,Drive complementar/POPs MBP Drogarias/POP.053 Aferição da Temperatura Corporal,POP.053 Aferição da Temperatura Corporal,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-053-AFERICAO-DA-TEMPERATURA-CORPORAL,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0123,Drive complementar/POPs MBP Drogarias/POP.052 Monitoramento da Pressão Arterial,POP.052 Monitoramento da Pressão Arterial,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-052-MONITORAMENTO-DA-PRESSAO-ARTERIAL,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0124,Drive complementar/POPs MBP Drogarias/POP.056 Saturação de Oxigênio,POP.056 Saturação de Oxigênio,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-056-SATURACAO-DE-OXIGENIO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0125,Drive complementar/POPs MBP Drogarias/POP.054 Inaloterapia,POP.054 Inaloterapia,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-054-INALOTERAPIA,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0126,Drive complementar/POPs MBP Drogarias/POP.061 Farmacovigilância,POP.061 Farmacovigilância,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-061-FARMACOVIGILANCIA,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0127,Drive complementar/POPs MBP Drogarias/POP.062 Prescrição Farmacêutica,POP.062 Prescrição Farmacêutica,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Dispensacao,POP,POP-062-PRESCRICAO-FARMACEUTICA,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0128,Drive complementar/POPs MBP Drogarias/POP.057 Vacinação,POP.057 Vacinação,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-057-VACINACAO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0129,Drive complementar/POPs MBP Drogarias/POP.050 Aplicação de Injetáveis - Vias de Administração,POP.050 Aplicação de Injetáveis - Vias de Administração,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,06. Servicos Farmaceuticos,POP,POP-050-APLICACAO-DE-INJETAVEIS-VIAS-DE-ADMINISTRACAO,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0130,Drive complementar/POPs MBP Drogarias/POP.059 Atenção Farmacêutica,POP.059 Atenção Farmacêutica,,,Drive complementar/POPs MBP Drogarias,Drogarias,Pasta/POP,Drogarias,06. Servicos Farmaceuticos,POP,POP-059-ATENCAO-FARMACEUTICA,SIM,PLANEJADO,REVISAR,NAO,P0,NORMAL,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,Lote complementar informado pelo usuario; revisar antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0131,Drive complementar/POPs MBP Drogarias/POPs+MBP_Drogarias.zip,POPs+MBP_Drogarias.zip,zip,,Drive complementar/POPs MBP Drogarias,Drogarias,Pacote ZIP,Drogarias,Manual de Boas Praticas,POPs+MBP_Drogarias,POPS-MBP-DROGARIAS-ZIP,REVISAR,NAO,NAO,NAO,P1,NAO_APLICA,ADMIN;RT,,INVENTARIADO,REVISAR,SIM,ZIP complementar; extrair/listar em etapa controlada antes de importar; possivel sobreposicao com item ja inventariado por nome/origem anterior
0132,Drive complementar/arquivos soltos/conteudo_modular.md,conteudo_modular.md,md,,Drive complementar/arquivos soltos,Treinamentos,Documento,Treinamentos,Boas Praticas e Controle de Qualidade,conteudo_modular,CONTEUDO-MODULAR-MD,SIM,OBRIGATORIO,REVISAR,NAO,P0,PRIORITARIO,ADMIN;RT,,INVENTARIADO,IMPORTAR_COMO_TREINAMENTO,SIM,Arquivo complementar de treinamento/conteudo modular informado pelo usuario; possivel sobreposicao com item ja inventariado por nome/origem anterior
0133,Drive complementar/arquivos soltos/index.html,index.html,html,,Drive complementar/arquivos soltos,Treinamentos,Documento,Treinamentos,Boas Praticas e Controle de Qualidade,index,INDEX-HTML,SIM,OBRIGATORIO,REVISAR,NAO,P0,PRIORITARIO,ADMIN;RT,,INVENTARIADO,IMPORTAR_COMO_TREINAMENTO,SIM,Arquivo complementar de treinamento/conteudo modular informado pelo usuario; possivel sobreposicao com item ja inventariado por nome/origem anterior
