batch_id,batch_name,import_order,source_collection,original_path,file_name,extension,size_mb,detected_document_type,proposed_menu,proposed_folder,proposed_title,proposed_code,canonical_use,training_use,quiz_use,certificate_use,impacted_roles,suggested_recurrence,priority,action_recommended,needs_human_review,duplicate_risk,duplicate_group,import_decision,import_notes
4,Lote 4 - Drogarias,0032,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.003 Organograma,POP.003 Organograma,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-003-ORGANOGRAMA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-007,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0033,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.003 Organograma,POP.003 Organograma,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-003-ORGANOGRAMA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-007,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0034,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.004 Organização e Pessoal,POP.004 Organização e Pessoal,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-004-ORGANIZACAO-E-PESSOAL,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-008,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0035,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.004 Organização e Pessoal,POP.004 Organização e Pessoal,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-004-ORGANIZACAO-E-PESSOAL,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-008,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0036,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.005 Recrutamento e Admissão,POP.005 Recrutamento e Admissão,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-005-RECRUTAMENTO-E-ADMISSAO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-009,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0037,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.005 Recrutamento e Admissão,POP.005 Recrutamento e Admissão,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-005-RECRUTAMENTO-E-ADMISSAO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-009,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0038,Fonte 2 - POP Revisado e Ampliado 2022,"Google Drive/POPs+MBP_Drogarias/POP.006 PCMSO, Relatório Analítico e Exames Médicos","POP.006 PCMSO, Relatório Analítico e Exames Médicos",,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-006-PCMSO-RELATORIO-ANALITICO-E-EXAMES-MEDIC,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-010,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0039,Drive complementar/POPs MBP Drogarias,"Drive complementar/POPs MBP Drogarias/POP.006 PCMSO, Relatório Analítico e Exames Médicos","POP.006 PCMSO, Relatório Analítico e Exames Médicos",,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-006-PCMSO-RELATORIO-ANALITICO-E-EXAMES-MEDICOS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-010,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0040,Fonte 2 - POP Revisado e Ampliado 2022,"Google Drive/POPs+MBP_Drogarias/POP.007 LTCAT, PGR e EPIs","POP.007 LTCAT, PGR e EPIs",,,Pasta/POP,Drogarias,09. Residuos,POP,POP-007-LTCAT-PGR-E-EPIS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-011,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0041,Drive complementar/POPs MBP Drogarias,"Drive complementar/POPs MBP Drogarias/POP.007 LTCAT, PGR e EPIs","POP.007 LTCAT, PGR e EPIs",,,Pasta/POP,Drogarias,09. Residuos,POP,POP-007-LTCAT-PGR-E-EPIS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-011,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0042,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.008 Atribuições do Farmacêutico,POP.008 Atribuições do Farmacêutico,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-008-ATRIBUICOES-DO-FARMACEUTICO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-012,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0043,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.008 Atribuições do Farmacêutico,POP.008 Atribuições do Farmacêutico,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-008-ATRIBUICOES-DO-FARMACEUTICO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-012,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0044,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.009 Atribuições da Gerência,POP.009 Atribuições da Gerência,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-009-ATRIBUICOES-DA-GERENCIA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-013,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0045,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.009 Atribuições da Gerência,POP.009 Atribuições da Gerência,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-009-ATRIBUICOES-DA-GERENCIA,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-013,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0046,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.010 Atribuições dos Balconistas,POP.010 Atribuições dos Balconistas,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-010-ATRIBUICOES-DOS-BALCONISTAS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-014,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0047,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.010 Atribuições dos Balconistas,POP.010 Atribuições dos Balconistas,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-010-ATRIBUICOES-DOS-BALCONISTAS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-014,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0048,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.012 Autoinspeção,POP.012 Autoinspeção,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-012-AUTOINSPECAO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-016,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0049,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.012 Autoinspeção,POP.012 Autoinspeção,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-012-AUTOINSPECAO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-016,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0050,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.013 Higiene Pessoal,POP.013 Higiene Pessoal,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-013-HIGIENE-PESSOAL,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-017,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0051,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.013 Higiene Pessoal,POP.013 Higiene Pessoal,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-013-HIGIENE-PESSOAL,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-017,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0052,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.014 Higienização das Mãos,POP.014 Higienização das Mãos,,,Pasta/POP,Drogarias,Manual de Boas Praticas,POP,POP-014-HIGIENIZACAO-DAS-MAOS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-018,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0053,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.014 Higienização das Mãos,POP.014 Higienização das Mãos,,,Pasta/POP,Drogarias,01. Gestao da Qualidade,POP,POP-014-HIGIENIZACAO-DAS-MAOS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-018,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0054,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.015 Uso e Conservação de EPIs e Uniformes,POP.015 Uso e Conservação de EPIs e Uniformes,,,Pasta/POP,Drogarias,09. Residuos,POP,POP-015-USO-E-CONSERVACAO-DE-EPIS-E-UNIFORMES,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-019,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0055,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.015 Uso e Conservação de EPIs e Uniformes,POP.015 Uso e Conservação de EPIs e Uniformes,,,Pasta/POP,Drogarias,09. Residuos,POP,POP-015-USO-E-CONSERVACAO-DE-EPIS-E-UNIFORMES,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-019,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0056,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.016 Manutenção e Calibração dos Equipamentos,POP.016 Manutenção e Calibração dos Equipamentos,,,Pasta/POP,Drogarias,"08. Equipamentos, Calibracao e Manutencao",POP,POP-016-MANUTENCAO-E-CALIBRACAO-DOS-EQUIPAMENTOS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-020,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0057,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.016 Manutenção e Calibração dos Equipamentos,POP.016 Manutenção e Calibração dos Equipamentos,,,Pasta/POP,Drogarias,"08. Equipamentos, Calibracao e Manutencao",POP,POP-016-MANUTENCAO-E-CALIBRACAO-DOS-EQUIPAMENTOS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-020,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0058,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.017 Limpeza do Ar Condicionado,POP.017 Limpeza do Ar Condicionado,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-017-LIMPEZA-DO-AR-CONDICIONADO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-021,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0059,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.017 Limpeza do Ar Condicionado,POP.017 Limpeza do Ar Condicionado,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-017-LIMPEZA-DO-AR-CONDICIONADO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-021,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0060,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.018 Limpeza da Geladeira e Congelador,POP.018 Limpeza da Geladeira e Congelador,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-018-LIMPEZA-DA-GELADEIRA-E-CONGELADOR,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-022,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0061,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.018 Limpeza da Geladeira e Congelador,POP.018 Limpeza da Geladeira e Congelador,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-018-LIMPEZA-DA-GELADEIRA-E-CONGELADOR,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-022,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0062,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.019 Limpeza Diária dos Ambientes,POP.019 Limpeza Diária dos Ambientes,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-019-LIMPEZA-DIARIA-DOS-AMBIENTES,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-023,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0063,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.019 Limpeza Diária dos Ambientes,POP.019 Limpeza Diária dos Ambientes,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-019-LIMPEZA-DIARIA-DOS-AMBIENTES,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-023,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0064,Fonte 2 - POP Revisado e Ampliado 2022,Google Drive/POPs+MBP_Drogarias/POP.020 Limpeza da Sala de Serviços Farmacêuticos,POP.020 Limpeza da Sala de Serviços Farmacêuticos,,,Pasta/POP,Drogarias,07. Higiene e Limpeza,POP,POP-020-LIMPEZA-DA-SALA-DE-SERVICOS-FARMACEUTICO,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-024,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
4,Lote 4 - Drogarias,0065,Drive complementar/POPs MBP Drogarias,Drive complementar/POPs MBP Drogarias/POP.020 Limpeza da Sala de Serviços Farmacêuticos,POP.020 Limpeza da Sala de Serviços Farmacêuticos,,,Pasta/POP,Drogarias,06. Servicos Farmaceuticos,POP,POP-020-LIMPEZA-DA-SALA-DE-SERVICOS-FARMACEUTICOS,SIM,PLANEJADO,REVISAR,NAO,ADMIN;RT,,P0,REVISAR,SIM,ALTO,DUP-024,REVISAR_ANTES,Acervo aprovado como autoria propria; revisar redundancia/versao/classificacao. Item representa pasta/colecao; importar somente apos confirmar/expandir arquivos reais no momento da carga. Duplicidade/sobreposicao clara; escolher versao mais atual.
